X (cm),Measured
-5.44,0
-5.28,0
-5.12,0
-4.96,0
-4.8,0
-4.64,0
-4.48,0
-4.32,0
-4.16,0
-4,0.000997009
-3.84,0.000997009
-3.68,0.000997009
-3.52,0.000997009
-3.36,0.000997009
-3.2,0.000997009
-3.04,0.001994018
-2.88,0.001994018
-2.72,0.001994018
-2.56,0.001994018
-2.4,0.002991027
-2.24,0.002991027
-2.08,0.003988036
-1.92,0.005982054
-1.76,0.00997009
-1.71,0.012961117
-1.68,0.012961117
-1.64,0.014955135
-1.6,0.016949153
-1.56,0.020937188
-1.52,0.023928215
-1.48,0.02891326
-1.44,0.034895314
-1.4,0.042871386
-1.36,0.054835494
-1.32,0.069790628
-1.28,0.091724826
-1.24,0.118644068
-1.2,0.157527418
-1.16,0.210368893
-1.12,0.273180459
-1.08,0.357926221
-1.04,0.451645065
-1,0.540378863
-0.95,0.632103689
-0.93,0.713858425
-0.88,0.771684945
-0.84,0.832502493
-0.8,0.868394816
-0.76,0.892323031
-0.72,0.914257228
-0.68,0.93220339
-0.64,0.946161515
-0.6,0.955134596
-0.56,0.966101695
-0.52,0.967098704
-0.48,0.975074776
-0.43,0.979062812
-0.4,0.984047856
-0.36,0.985044865
-0.32,0.988035892
-0.28,0.992023928
-0.24,0.992023928
-0.2,0.995014955
-0.16,0.997008973
-0.11,0.997008973
-0.07,0.999002991
-0.04,1
0,0.998005982
0.16,0.994017946
0.2,0.988035892
0.24,0.989032901
0.28,0.988035892
0.32,0.986041874
0.36,0.98105683
0.4,0.978065803
0.44,0.972083749
0.48,0.969092722
0.52,0.964107677
0.56,0.960119641
0.6,0.948155533
0.64,0.938185444
0.67,0.925224327
0.72,0.908275174
0.76,0.884346959
0.8,0.852442672
0.84,0.819541376
0.88,0.754735793
0.92,0.707876371
0.96,0.629112662
1,0.550348953
1.04,0.451645065
1.08,0.363908275
1.11,0.274177468
1.16,0.203389831
1.2,0.159521436
1.24,0.117647059
1.28,0.091724826
1.31,0.066799601
1.36,0.051844467
1.4,0.039880359
1.43,0.032901296
1.48,0.026919242
1.52,0.022931206
1.56,0.01894317
1.6,0.015952144
1.64,0.013958126
1.68,0.011964108
1.72,0.00997009
1.76,0.008973081
1.8,0.007976072
1.84,0.006979063
1.88,0.006979063
1.92,0.005982054
2.08,0.003988036
2.24,0.002991027
2.4,0.002991027
2.56,0.001994018
2.72,0.001994018
2.88,0.001994018
3.04,0.001994018
3.2,0.000997009
3.36,0.000997009
3.52,0.000997009
3.68,0.000997009
3.84,0.000997009
4,0.000997009
4.16,0.000997009
4.32,0
4.48,0
4.64,0
4.81,0
4.96,0
5.12,0
5.28,0
5.44,0
