X (cm),Measured
-6,0.008347245
-5.8,0.010016694
-5.6,0.010016694
-5.39,0.011686144
-5.2,0.011686144
-5,0.013355593
-4.8,0.015025042
-4.6,0.015025042
-4.4,0.016694491
-4.2,0.01836394
-4,0.021702838
-3.8,0.023372287
-3.6,0.026711185
-3.4,0.031719533
-3.2,0.03672788
-3.15,0.040066778
-3.1,0.041736227
-3.05,0.045075125
-3,0.046744574
-2.95,0.050083472
-2.9,0.05509182
-2.85,0.060100167
-2.8,0.065108514
-2.75,0.07345576
-2.7,0.081803005
-2.65,0.095158598
-2.6,0.111853088
-2.55,0.133555927
-2.5,0.16360601
-2.45,0.205342237
-2.4,0.262103506
-2.35,0.333889816
-2.3,0.415692821
-2.26,0.495826377
-2.2,0.58096828
-2.15,0.65442404
-2.1,0.721202003
-2.05,0.776293823
-2,0.813021703
-1.95,0.848080134
-1.9,0.869782972
-1.85,0.886477462
-1.8,0.896494157
-1.75,0.911519199
-1.7,0.919866444
-1.65,0.924874791
-1.6,0.933222037
-1.55,0.936560935
-1.5,0.94490818
-1.45,0.948247078
-1.4,0.951585977
-1.35,0.956594324
-1.3,0.959933222
-1.25,0.96327212
-1.2,0.964941569
-1.15,0.968280467
-1.1,0.973288815
-1.05,0.973288815
-1,0.976627713
-0.95,0.98163606
-0.9,0.983305509
-0.85,0.983305509
-0.8,0.984974958
-0.75,0.986644407
-0.7,0.988313856
-0.65,0.991652755
-0.6,0.986644407
-0.4,0.994991653
-0.2,1
0,0.998330551
0.2,0.994991653
0.4,0.993322204
0.6,0.986644407
0.8,0.98163606
0.99,0.974958264
1.05,0.964941569
1.1,0.966611018
1.15,0.964941569
1.2,0.96327212
1.25,0.958263773
1.3,0.954924875
1.35,0.953255426
1.4,0.946577629
1.45,0.941569282
1.5,0.934891486
1.55,0.933222037
1.6,0.923205342
1.65,0.916527546
1.7,0.908180301
1.75,0.901502504
1.8,0.886477462
1.85,0.871452421
1.9,0.85475793
1.95,0.831385643
2,0.803005008
2.05,0.766277129
2.1,0.699499165
2.15,0.649415693
2.2,0.565943239
2.25,0.49081803
2.3,0.388981636
2.35,0.318864775
2.4,0.247078464
2.45,0.198664441
2.5,0.155258765
2.55,0.12687813
2.59,0.10851419
2.65,0.09015025
2.7,0.078464107
2.75,0.070116861
2.8,0.063439065
2.85,0.058430718
2.91,0.053422371
2.95,0.050083472
3,0.046744574
3.05,0.043405676
3.1,0.041736227
3.15,0.038397329
3.2,0.03672788
3.25,0.035058431
3.3,0.033388982
3.35,0.033388982
3.4,0.031719533
3.6,0.026711185
3.81,0.023372287
4,0.021702838
4.2,0.01836394
4.4,0.016694491
4.6,0.016694491
4.8,0.015025042
5,0.013355593
5.2,0.011686144
5.39,0.011686144
5.6,0.010016694
5.79,0.010016694
6,0.008347245
