Y (cm),Measured
2.2,9.93E-01
2.15,9.93E-01
2.1,9.95E-01
2.05,9.95E-01
2,9.95E-01
1.95,9.95E-01
1.9,9.96E-01
1.85,9.96E-01
1.8,9.96E-01
1.75,9.96E-01
1.7,9.97E-01
1.65,9.97E-01
1.6,9.97E-01
1.55,9.98E-01
1.5,9.99E-01
1.45,9.99E-01
1.4,9.99E-01
1.35,9.99E-01
1.3,9.99E-01
1.25,9.99E-01
1.2,9.99E-01
1.15,9.99E-01
1.1,9.99E-01
1.05,1.00E+00
1,9.99E-01
0.95,1.00E+00
0.9,1.00E+00
0.85,1.00E+00
0.8,1.00E+00
0.75,1.00E+00
0.7,1.00E+00
0.65,1.00E+00
0.6,1.00E+00
0.55,1.00E+00
0.5,1.00E+00
0.45,1.00E+00
0.4,1.00E+00
0.35,9.99E-01
0.3,9.99E-01
0.25,9.99E-01
0.2,9.99E-01
0.15,9.99E-01
0.1,9.99E-01
0.05,9.99E-01
0,9.99E-01
-0.05,9.99E-01
-0.1,9.99E-01
-0.15,9.99E-01
-0.2,9.99E-01
-0.25,1.00E+00
-0.3,1.00E+00
-0.35,1.00E+00
-0.4,9.99E-01
-0.45,9.99E-01
-0.5,9.99E-01
-0.55,9.99E-01
-0.6,9.99E-01
-0.65,9.99E-01
-0.7,9.99E-01
-0.75,9.99E-01
-0.8,9.99E-01
-0.85,9.99E-01
-0.9,9.99E-01
-0.95,9.99E-01
-1,9.99E-01
-1.05,9.99E-01
-1.1,9.99E-01
-1.15,9.99E-01
-1.2,9.99E-01
-1.25,9.99E-01
-1.3,9.99E-01
-1.35,9.99E-01
-1.4,9.98E-01
-1.45,9.98E-01
-1.5,9.98E-01
-1.55,9.98E-01
-1.6,9.98E-01
-1.65,9.98E-01
-1.7,9.98E-01
-1.75,9.98E-01
-1.8,9.98E-01
-1.85,9.98E-01
-1.9,9.97E-01
-1.95,9.97E-01
-2,9.97E-01
-2.05,9.97E-01
-2.1,9.97E-01
-2.15,9.96E-01
-2.2,9.96E-01
-2.25,9.95E-01
-2.3,9.95E-01
-2.35,9.94E-01
-2.4,9.93E-01
-2.45,9.93E-01
-2.5,9.93E-01
-2.55,9.92E-01
-2.6,9.92E-01
-2.65,9.92E-01
-2.7,9.91E-01
-2.75,9.91E-01
-2.8,9.91E-01
-2.85,9.90E-01
-2.9,9.90E-01
-2.95,9.88E-01
-3,9.88E-01
-3.05,9.87E-01
-3.1,9.87E-01
-3.15,9.86E-01
-3.2,9.85E-01
-3.25,9.84E-01
-3.3,9.84E-01
-3.35,9.84E-01
-3.4,9.83E-01
-3.45,9.82E-01
-3.5,9.81E-01
-3.55,9.80E-01
-3.6,9.77E-01
-3.65,9.77E-01
-3.7,9.76E-01
-3.75,9.75E-01
-3.8,9.74E-01
-3.85,9.73E-01
-3.9,9.72E-01
-3.95,9.71E-01
-4,9.70E-01
-4.05,9.69E-01
-4.1,9.65E-01
-4.15,9.63E-01
-4.2,9.62E-01
-4.25,9.59E-01
-4.3,9.57E-01
-4.35,9.55E-01
-4.4,9.51E-01
-4.45,9.49E-01
-4.5,9.46E-01
-4.55,9.43E-01
-4.6,9.38E-01
-4.65,9.36E-01
-4.7,9.33E-01
-4.75,9.24E-01
-4.8,9.19E-01
-4.85,9.13E-01
-4.9,9.04E-01
-4.95,8.91E-01
-5,8.77E-01
-5.05,8.62E-01
-5.1,8.39E-01
-5.15,8.07E-01
-5.2,7.75E-01
-5.25,7.37E-01
-5.3,6.93E-01
-5.35,6.59E-01
-5.4,6.06E-01
-5.45,5.61E-01
-5.5,5.14E-01
-5.55,4.66E-01
-5.6,4.22E-01
-5.65,3.81E-01
-5.7,3.42E-01
-5.75,3.06E-01
-5.8,2.78E-01
-5.85,2.54E-01
-5.9,2.34E-01
-5.95,2.19E-01
-6,2.05E-01
-6.05,1.92E-01
-6.1,1.84E-01
-6.15,1.75E-01
-6.2,1.70E-01
-6.25,1.62E-01
-6.3,1.57E-01
-6.35,1.51E-01
-6.4,1.47E-01
-6.45,1.43E-01
-6.5,1.40E-01
-6.55,1.37E-01
-6.6,1.34E-01
-6.65,1.31E-01
-6.7,1.28E-01
-6.75,1.26E-01
-6.8,1.24E-01
-6.85,1.22E-01
-6.9,1.19E-01
-6.95,1.17E-01
-7,1.16E-01
-7.05,1.14E-01
-7.1,1.13E-01
-7.15,1.10E-01
-7.2,1.09E-01
-7.25,1.08E-01
-7.3,1.06E-01
-7.35,1.05E-01
-7.4,1.03E-01
-7.45,1.02E-01
-7.5,1.01E-01
-7.55,9.91E-02
-7.6,9.75E-02
-7.65,9.57E-02
-7.7,9.45E-02
-7.75,9.30E-02
-7.8,9.25E-02
-7.85,9.11E-02
-7.9,9.08E-02
-7.95,8.87E-02
-8,8.80E-02
-8.05,8.59E-02
-8.1,8.48E-02
-8.15,8.41E-02
-8.2,8.28E-02
-8.25,8.19E-02
-8.3,8.04E-02
-8.35,7.94E-02
-8.4,7.83E-02
-8.45,7.78E-02
-8.5,7.70E-02
-8.55,7.56E-02
-8.6,7.47E-02
-8.65,7.41E-02
-8.7,7.29E-02
-8.75,7.25E-02
-8.8,7.17E-02
-8.85,7.10E-02
-8.9,6.98E-02
-8.95,6.89E-02
-9,6.81E-02
-9.05,6.71E-02
-9.1,6.59E-02
-9.15,6.54E-02
-9.2,6.50E-02
-9.25,6.47E-02
-9.3,6.32E-02
-9.35,6.22E-02
-9.4,6.15E-02
-9.45,6.13E-02
-9.5,6.01E-02
-9.55,5.95E-02
-9.6,5.91E-02
-9.65,5.84E-02
-9.7,5.79E-02
-9.75,Measured
-9.8,5.63E-02
-9.85,5.58E-02
-9.9,5.53E-02
-9.95,5.44E-02
-10,5.38E-02
-10.05,5.34E-02
-10.1,5.26E-02
-10.15,5.23E-02
-10.2,5.18E-02
-10.25,5.10E-02
-10.3,5.07E-02
-10.35,5.00E-02
-10.4,4.96E-02
-10.45,4.92E-02
-10.5,4.86E-02
-10.55,4.77E-02
-10.6,4.75E-02
-10.65,4.71E-02
