X (cm),Measured
-4,0
-3.84,0
-3.68,0
-3.52,0
-3.37,0
-3.2,0
-3.03,0
-2.88,0
-2.72,0.001841621
-2.56,0.001841621
-2.4,0.001841621
-2.24,0.001841621
-2.08,0.001841621
-1.92,0.001841621
-1.76,0.003683241
-1.6,0.003683241
-1.44,0.003683241
-1.28,0.005524862
-1.12,0.011049724
-1.08,0.014732965
-1.04,0.014732965
-1,0.018416206
-0.96,0.020257827
-0.92,0.023941068
-0.87,0.027624309
-0.84,0.034990792
-0.81,0.042357274
-0.76,0.053406998
-0.72,0.069981584
-0.68,0.097605893
-0.64,0.128913444
-0.6,0.163904236
-0.56,0.232044199
-0.52,0.298342541
-0.47,0.38121547
-0.44,0.465930018
-0.4,0.563535912
-0.36,0.670349908
-0.32,0.73664825
-0.28,0.808471455
-0.24,0.858195212
-0.2,0.906077348
-0.16,0.942909761
-0.13,0.965009208
-0.08,0.990791897
-0.04,0.994475138
0,1
0.04,0.996316759
0.08,0.994475138
0.12,0.97053407
0.16,0.950276243
0.2,0.913443831
0.23,0.874769797
0.27,0.821362799
0.32,0.76427256
0.36,0.694290976
0.4,0.607734807
0.43,0.513812155
0.48,0.423572744
0.52,0.340699816
0.56,0.272559853
0.6,0.208103131
0.64,0.160220994
0.68,0.123388582
0.72,0.090239411
0.76,0.069981584
0.8,0.057090239
0.84,0.046040516
0.88,0.038674033
0.91,0.033149171
0.96,0.027624309
1,0.023941068
1.04,0.020257827
1.08,0.016574586
1.12,0.014732965
1.16,0.012891344
1.2,0.011049724
1.25,0.011049724
1.28,0.009208103
1.44,0.005524862
1.6,0.003683241
1.76,0.003683241
1.92,0.001841621
2.08,0.001841621
2.25,0.001841621
2.4,0.001841621
2.56,0.001841621
2.72,0
2.88,0
3.03,0
3.2,0
3.36,0
3.52,0
3.68,0
3.84,0
4,0
