X (cm),Measured
-3.52,0.001246883
-3.36,0.001246883
-3.2,0.001246883
-3.04,0.001246883
-2.88,0.002493766
-2.72,0.002493766
-2.56,0.002493766
-2.4,0.003740648
-2.24,0.004987531
-2.08,0.004987531
-1.93,0.007481297
-1.76,0.00872818
-1.6,0.013715711
-1.56,0.016209476
-1.52,0.016209476
-1.48,0.017456359
-1.44,0.021197007
-1.4,0.023690773
-1.36,0.026184539
-1.32,0.03117207
-1.28,0.036159601
-1.24,0.041147132
-1.2,0.049875312
-1.16,0.058603491
-1.12,0.073566085
-1.08,0.093516209
-1.04,0.118453865
-1.01,0.157107232
-0.97,0.208229426
-0.92,0.275561097
-0.88,0.350374065
-0.84,0.430174564
-0.8,0.506234414
-0.76,0.599750623
-0.71,0.674563591
-0.68,0.744389027
-0.64,0.79925187
-0.6,0.842892768
-0.56,0.881546135
-0.52,0.905236908
-0.48,0.931421446
-0.44,0.947630923
-0.4,0.961346633
-0.36,0.967581047
-0.32,0.980049875
-0.28,0.986284289
-0.24,0.993765586
-0.2,0.996259352
-0.16,0.996259352
-0.13,1
-0.08,1
-0.04,0.998753117
0,1
0.04,0.998753117
0.08,0.997506234
0.12,0.998753117
0.16,0.995012469
0.2,0.99127182
0.24,0.983790524
0.28,0.980049875
0.32,0.971321696
0.36,0.962593516
0.4,0.955112219
0.44,0.940149626
0.48,0.920199501
0.52,0.897755611
0.56,0.872817955
0.6,0.832917706
0.64,0.788029925
0.68,0.738154613
0.72,0.678304239
0.76,0.599750623
0.8,0.523690773
0.84,0.448877805
0.88,0.341645885
0.92,0.283042394
0.96,0.215710723
1,0.16957606
1.04,0.12967581
1.08,0.097256858
1.12,0.07605985
1.16,0.059850374
1.2,0.051122195
1.25,0.042394015
1.28,0.036159601
1.32,0.03117207
1.36,0.026184539
1.4,0.02244389
1.44,0.019950125
1.48,0.017456359
1.51,0.016209476
1.56,0.013715711
1.6,0.012468828
1.64,0.011221945
1.68,0.009975062
1.72,0.009975062
1.76,0.00872818
1.93,0.006234414
2.08,0.004987531
2.24,0.003740648
2.4,0.003740648
2.56,0.002493766
2.72,0.002493766
2.87,0.002493766
3.04,0.002493766
3.2,0.001246883
3.36,0.001246883
3.52,0.001246883
