X (cm),Measured
-4.16,0
-4,0.003460208
-3.84,0.003460208
-3.68,0.003460208
-3.52,0.003460208
-3.36,0.003460208
-3.2,0.003460208
-3.04,0.003460208
-2.88,0.003460208
-2.72,0.006920415
-2.56,0.006920415
-2.4,0.006920415
-2.24,0.006920415
-2.08,0.010380623
-1.92,0.010380623
-1.76,0.01384083
-1.6,0.020761246
-1.44,0.027681661
-1.4,0.038062284
-1.36,0.038062284
-1.32,0.041522491
-1.28,0.051903114
-1.24,0.058823529
-1.2,0.069204152
-1.16,0.083044983
-1.12,0.100346021
-1.08,0.124567474
-1.04,0.15916955
-1.01,0.197231834
-0.96,0.256055363
-0.93,0.314878893
-0.89,0.373702422
-0.84,0.446366782
-0.8,0.501730104
-0.76,0.567474048
-0.72,0.640138408
-0.68,0.69550173
-0.64,0.747404844
-0.6,0.792387543
-0.56,0.833910035
-0.52,0.868512111
-0.48,0.896193772
-0.44,0.920415225
-0.4,0.937716263
-0.36,0.958477509
-0.32,0.968858131
-0.27,0.979238754
-0.24,0.982698962
-0.2,0.989619377
-0.16,0.996539792
-0.12,0.993079585
-0.08,1
-0.04,0.996539792
0,1
0.16,0.98615917
0.2,0.979238754
0.24,0.972318339
0.28,0.972318339
0.32,0.958477509
0.33,0.958477509
0.36,0.941176471
0.4,0.92733564
0.44,0.906574394
0.48,0.882352941
0.52,0.85467128
0.56,0.823529412
0.6,0.78200692
0.64,0.733564014
0.68,0.678200692
0.72,0.626297578
0.76,0.560553633
0.8,0.494809689
0.83,0.432525952
0.88,0.352941176
0.92,0.301038062
0.96,0.242214533
1,0.200692042
1.04,0.155709343
1.08,0.124567474
1.12,0.100346021
1.16,0.079584775
1.2,0.069204152
1.24,0.058823529
1.28,0.048442907
1.32,0.041522491
1.36,0.034602076
1.4,0.031141869
1.43,0.027681661
1.48,0.024221453
1.52,0.020761246
1.56,0.020761246
1.6,0.017301038
1.76,0.01384083
1.92,0.010380623
2.08,0.010380623
2.24,0.006920415
2.4,0.006920415
2.55,0.006920415
2.71,0.003460208
2.88,0.003460208
3.04,0.003460208
3.2,0.003460208
3.36,0.003460208
3.52,0.003460208
3.68,0.003460208
3.84,0.003460208
3.99,0
4.16,0.003460208
