X (cm),Measured
-6.6,0.015923567
-6.4,0.015923567
-6.2,0.015923567
-6,0.01910828
-5.8,0.01910828
-5.6,0.022292994
-5.4,0.022292994
-5.2,0.025477707
-5,0.025477707
-4.79,0.02866242
-4.6,0.031847134
-4.4,0.031847134
-4.2,0.035031847
-4,0.038216561
-3.8,0.041401274
-3.6,0.047770701
-3.4,0.054140127
-3.2,0.070063694
-3.14,0.076433121
-3.1,0.082802548
-3.05,0.089171975
-3,0.095541401
-2.95,0.108280255
-2.9,0.121019108
-2.85,0.140127389
-2.8,0.165605096
-2.75,0.197452229
-2.71,0.238853503
-2.65,0.292993631
-2.6,0.347133758
-2.55,0.417197452
-2.5,0.49044586
-2.45,0.563694268
-2.41,0.633757962
-2.35,0.697452229
-2.3,0.751592357
-2.25,0.792993631
-2.21,0.824840764
-2.15,0.843949045
-2.09,0.869426752
-2.05,0.882165605
-2,0.898089172
-1.95,0.907643312
-1.9,0.917197452
-1.85,0.920382166
-1.8,0.929936306
-1.75,0.936305732
-1.7,0.939490446
-1.65,0.945859873
-1.6,0.949044586
-1.55,0.949044586
-1.5,0.955414013
-1.45,0.955414013
-1.4,0.958598726
-1.2,0.97133758
-1,0.98089172
-0.8,0.99044586
-0.6,0.99044586
-0.4,0.996815287
-0.2,0.993630573
0,1
0.2,0.993630573
0.4,0.99044586
0.6,0.99044586
0.79,0.984076433
0.99,0.977707006
1.2,0.97133758
1.4,0.955414013
1.59,0.942675159
1.65,0.933121019
1.7,0.933121019
1.75,0.929936306
1.8,0.926751592
1.86,0.917197452
1.9,0.914012739
1.95,0.898089172
2,0.885350318
2.05,0.875796178
2.09,0.859872611
2.15,0.843949045
2.2,0.818471338
2.25,0.786624204
2.3,0.742038217
2.34,0.697452229
2.4,0.630573248
2.45,0.566878981
2.5,0.49044586
2.55,0.417197452
2.6,0.353503185
2.65,0.292993631
2.7,0.242038217
2.75,0.194267516
2.8,0.165605096
2.85,0.140127389
2.9,0.124203822
2.95,0.108280255
3,0.095541401
3.05,0.085987261
3.1,0.079617834
3.14,0.073248408
3.2,0.070063694
3.25,0.066878981
3.3,0.060509554
3.35,0.060509554
3.4,0.057324841
3.61,0.047770701
3.8,0.041401274
4,0.038216561
4.2,0.035031847
4.4,0.031847134
4.6,0.031847134
4.8,0.02866242
5,0.025477707
5.2,0.022292994
5.4,0.022292994
5.6,0.022292994
5.8,0.01910828
6,0.01910828
6.2,0.01910828
6.4,0.015923567
6.6,0.015923567
