X (cm),Measured
10.65,5.26E-02
10.6,5.26E-02
10.55,5.37E-02
10.5,5.46E-02
10.45,5.48E-02
10.4,5.54E-02
10.35,5.59E-02
10.3,5.62E-02
10.25,5.70E-02
10.2,5.76E-02
10.15,5.86E-02
10.1,5.89E-02
10.05,5.95E-02
10,6.02E-02
9.95,6.10E-02
9.9,6.14E-02
9.85,6.19E-02
9.8,6.30E-02
9.75,6.37E-02
9.7,6.47E-02
9.65,6.49E-02
9.6,6.52E-02
9.55,6.67E-02
9.5,6.73E-02
9.45,6.77E-02
9.4,6.79E-02
9.35,6.95E-02
9.3,7.03E-02
9.25,7.09E-02
9.2,7.13E-02
9.15,7.29E-02
9.1,7.33E-02
9.05,7.41E-02
9,7.50E-02
8.95,7.60E-02
8.9,7.65E-02
8.85,7.73E-02
8.8,7.86E-02
8.75,7.91E-02
8.7,8.03E-02
8.65,8.13E-02
8.6,8.22E-02
8.55,8.27E-02
8.5,8.43E-02
8.45,8.50E-02
8.4,8.56E-02
8.35,8.67E-02
8.3,8.77E-02
8.25,8.89E-02
8.2,9.04E-02
8.15,9.16E-02
8.1,9.25E-02
8.05,9.38E-02
8,9.50E-02
7.95,9.58E-02
7.9,9.70E-02
7.85,9.83E-02
7.8,9.97E-02
7.75,1.01E-01
7.7,1.02E-01
7.65,1.03E-01
7.6,1.04E-01
7.55,1.06E-01
7.5,1.08E-01
7.45,1.08E-01
7.4,1.10E-01
7.35,1.12E-01
7.3,1.13E-01
7.25,1.14E-01
7.2,1.17E-01
7.15,1.18E-01
7.1,1.20E-01
7.05,1.22E-01
7,1.24E-01
6.95,1.25E-01
6.9,1.28E-01
6.85,1.30E-01
6.8,1.33E-01
6.75,1.36E-01
6.7,1.38E-01
6.65,1.41E-01
6.6,1.44E-01
6.55,1.48E-01
6.5,1.52E-01
6.45,1.57E-01
6.4,1.62E-01
6.35,1.68E-01
6.3,1.74E-01
6.25,1.80E-01
6.2,1.90E-01
6.15,2.01E-01
6.1,2.12E-01
6.05,2.28E-01
6,2.42E-01
5.95,2.58E-01
5.9,2.81E-01
5.85,3.07E-01
5.8,3.34E-01
5.75,3.65E-01
5.7,3.96E-01
5.65,4.30E-01
