X (cm),Measured
-3.35,0
-3.2,0.000997009
-3.04,0.000997009
-2.88,0.000997009
-2.72,0.000997009
-2.56,0.000997009
-2.4,0.000997009
-2.24,0.000997009
-2.08,0.001994018
-1.92,0.001994018
-1.76,0.003988036
-1.6,0.005982054
-1.44,0.00997009
-1.4,0.012961117
-1.36,0.013958126
-1.32,0.016949153
-1.28,0.019940179
-1.24,0.023928215
-1.19,0.029910269
-1.16,0.036889332
-1.13,0.045862413
-1.09,0.060817547
-1.04,0.078763709
-1,0.10667996
-0.96,0.148554337
-0.92,0.207377866
-0.88,0.277168495
-0.84,0.362911266
-0.8,0.439680957
-0.76,0.523429711
-0.72,0.613160518
-0.67,0.687936191
-0.64,0.768693918
-0.6,0.823529412
-0.56,0.860418744
-0.52,0.896311067
-0.48,0.924227318
-0.45,0.944167498
-0.4,0.955134596
-0.36,0.967098704
-0.32,0.974077767
-0.28,0.98105683
-0.23,0.987038883
-0.2,0.99002991
-0.16,0.994017946
-0.12,0.996011964
-0.08,0.999002991
-0.04,1
0,0.996011964
0.04,0.997008973
0.08,0.996011964
0.12,0.992023928
0.16,0.99002991
0.2,0.985044865
0.24,0.980059821
0.28,0.974077767
0.32,0.967098704
0.36,0.956131605
0.4,0.946161515
0.44,0.929212363
0.48,0.910269192
0.52,0.882352941
0.55,0.852442672
0.6,0.802592223
0.63,0.74775673
0.68,0.693918245
0.72,0.616151545
0.76,0.532402792
0.8,0.434695912
0.83,0.359920239
0.88,0.253240279
0.91,0.202392822
0.95,0.14556331
1,0.110667996
1.04,0.080757727
1.08,0.058823529
1.12,0.044865404
1.16,0.033898305
1.2,0.029910269
1.24,0.023928215
1.28,0.019940179
1.32,0.016949153
1.36,0.013958126
1.4,0.010967099
1.44,0.00997009
1.48,0.007976072
1.52,0.006979063
1.55,0.005982054
1.6,0.004985045
1.75,0.002991027
1.93,0.001994018
2.08,0.001994018
2.24,0.000997009
2.39,0.000997009
2.56,0.000997009
2.72,0.000997009
2.88,0.000997009
3.04,0.000997009
3.2,0
3.36,0
