X (cm),Measured
-7.4,0.01754386
-7.2,0.01754386
-7,0.023391813
-6.8,0.023391813
-6.6,0.023391813
-6.4,0.023391813
-6.2,0.023391813
-6,0.023391813
-5.8,0.029239766
-5.6,0.029239766
-5.39,0.029239766
-5.2,0.035087719
-5,0.035087719
-4.8,0.040935673
-4.6,0.040935673
-4.4,0.046783626
-4.21,0.046783626
-4.01,0.052631579
-3.8,0.058479532
-3.6,0.070175439
-3.4,0.087719298
-3.35,0.099415205
-3.29,0.105263158
-3.25,0.111111111
-3.21,0.128654971
-3.2,0.122807018
-3.15,0.140350877
-3.1,0.16374269
-3.05,0.187134503
-3,0.222222222
-2.95,0.263157895
-2.9,0.315789474
-2.85,0.368421053
-2.8,0.421052632
-2.75,0.49122807
-2.7,0.555555556
-2.65,0.619883041
-2.61,0.666666667
-2.55,0.725146199
-2.5,0.760233918
-2.45,0.801169591
-2.4,0.830409357
-2.35,0.85380117
-2.3,0.871345029
-2.25,0.883040936
-2.2,0.894736842
-2.15,0.900584795
-2.1,0.906432749
-2.05,0.923976608
-2,0.923976608
-1.95,0.923976608
-1.9,0.935672515
-1.85,0.941520468
-1.8,0.941520468
-1.6,0.959064327
-1.41,0.964912281
-1.2,0.970760234
-1,0.98245614
-0.8,0.98245614
-0.6,0.988304094
-0.4,0.994152047
-0.2,0.994152047
0,1
0.2,0.994152047
0.4,0.988304094
0.6,0.988304094
0.8,0.988304094
0.99,0.98245614
1.2,0.970760234
1.41,0.959064327
1.6,0.953216374
1.8,0.941520468
2,0.918128655
2.2,0.888888889
2.25,0.871345029
2.3,0.859649123
2.35,0.842105263
2.4,0.824561404
2.45,0.795321637
2.5,0.766081871
2.54,0.725146199
2.6,0.684210526
2.65,0.625730994
2.7,0.567251462
2.75,0.497076023
2.8,0.438596491
2.85,0.380116959
2.9,0.32748538
2.94,0.274853801
3,0.233918129
3.05,0.192982456
3.1,0.169590643
3.15,0.14619883
3.2,0.128654971
3.25,0.111111111
3.3,0.099415205
3.35,0.093567251
3.4,0.087719298
3.45,0.081871345
3.5,0.076023392
3.55,0.070175439
3.6,0.070175439
3.81,0.058479532
4,0.052631579
4.19,0.046783626
4.4,0.046783626
4.6,0.040935673
4.8,0.040935673
4.99,0.035087719
5.19,0.035087719
5.4,0.029239766
5.6,0.029239766
5.8,0.029239766
6,0.029239766
6.2,0.023391813
6.4,0.023391813
6.6,0.023391813
6.8,0.023391813
6.99,0.01754386
7.19,0.01754386
7.4,0.01754386
