X (cm),Measured
-6.6,0.036363636
-6.4,0.036363636
-6.2,0.039393939
-6,0.042424242
-5.8,0.045454545
-5.6,0.048484848
-5.4,0.054545455
-5.2,0.057575758
-5,0.063636364
-4.8,0.06969697
-4.6,0.078787879
-4.55,0.081818182
-4.5,0.084848485
-4.45,0.090909091
-4.4,0.096969697
-4.35,0.1
-4.3,0.109090909
-4.25,0.118181818
-4.21,0.127272727
-4.15,0.139393939
-4.1,0.157575758
-4.05,0.175757576
-4,0.209090909
-3.95,0.236363636
-3.9,0.281818182
-3.85,0.333333333
-3.8,0.393939394
-3.75,0.463636364
-3.7,0.539393939
-3.65,0.603030303
-3.6,0.657575758
-3.55,0.712121212
-3.5,0.748484848
-3.45,0.778787879
-3.4,0.803030303
-3.35,0.824242424
-3.3,0.836363636
-3.25,0.848484848
-3.2,0.857575758
-3.15,0.863636364
-3.1,0.86969697
-3.05,0.878787879
-3,0.881818182
-2.95,0.887878788
-2.9,0.890909091
-2.85,0.890909091
-2.8,0.896969697
-2.74,0.9
-2.7,0.903030303
-2.65,0.909090909
-2.6,0.912121212
-2.4,0.927272727
-2.2,0.936363636
-1.99,0.945454545
-1.8,0.957575758
-1.6,0.963636364
-1.4,0.972727273
-1.2,0.975757576
-1,0.981818182
-0.8,0.987878788
-0.6,0.990909091
-0.4,0.996969697
-0.2,0.996969697
0,1
0.2,0.993939394
0.4,0.990909091
0.6,0.987878788
0.8,0.987878788
1,0.981818182
1.2,0.966666667
1.4,0.966666667
1.6,0.957575758
1.8,0.945454545
2,0.942424242
2.2,0.927272727
2.4,0.915151515
2.6,0.906060606
2.79,0.893939394
2.85,0.881818182
2.9,0.881818182
2.95,0.875757576
3,0.875757576
3.05,0.86969697
3.1,0.860606061
3.15,0.854545455
3.19,0.845454545
3.25,0.839393939
3.3,0.827272727
3.35,0.815151515
3.4,0.803030303
3.45,0.778787879
3.5,0.754545455
3.55,0.721212121
3.6,0.681818182
3.66,0.627272727
3.7,0.572727273
3.75,0.506060606
3.8,0.439393939
3.86,0.375757576
3.9,0.315151515
3.94,0.26969697
4,0.224242424
4.05,0.187878788
4.1,0.166666667
4.15,0.145454545
4.21,0.13030303
4.24,0.118181818
4.3,0.106060606
4.36,0.1
4.39,0.093939394
4.45,0.087878788
4.5,0.084848485
4.55,0.081818182
4.6,0.078787879
4.65,0.075757576
4.7,0.072727273
4.75,0.06969697
4.8,0.06969697
4.99,0.063636364
5.19,0.057575758
5.41,0.054545455
5.6,0.048484848
5.8,0.045454545
6,0.042424242
6.19,0.039393939
6.4,0.036363636
6.6,0.036363636
