X (cm),Measured
-5.99,0.021035599
-5.81,0.022653722
-5.6,0.025889968
-5.4,0.027508091
-5.2,0.029126214
-5,0.03236246
-4.8,0.035598706
-4.6,0.040453074
-4.4,0.046925566
-4.2,0.053398058
-4.15,0.05987055
-4.1,0.05987055
-4.05,0.064724919
-4,0.069579288
-3.95,0.074433657
-3.9,0.080906149
-3.85,0.088996764
-3.8,0.100323625
-3.75,0.114886731
-3.7,0.137540453
-3.65,0.161812298
-3.6,0.194174757
-3.55,0.241100324
-3.5,0.297734628
-3.45,0.360841424
-3.4,0.453074434
-3.35,0.525889968
-3.3,0.605177994
-3.25,0.665048544
-3.2,0.720064725
-3.15,0.766990291
-3.1,0.794498382
-3.05,0.818770227
-3,0.833333333
-2.95,0.846278317
-2.9,0.855987055
-2.85,0.865695793
-2.8,0.873786408
-2.74,0.878640777
-2.7,0.885113269
-2.65,0.893203883
-2.6,0.896440129
-2.55,0.904530744
-2.5,0.90776699
-2.45,0.909385113
-2.4,0.915857605
-2.35,0.919093851
-2.3,0.920711974
-2.25,0.92394822
-2.2,0.925566343
-2.15,0.932038835
-2.1,0.933656958
-2.05,0.936893204
-2,0.936893204
-1.96,0.941747573
-1.9,0.944983819
-1.85,0.948220065
-1.8,0.953074434
-1.74,0.953074434
-1.7,0.954692557
-1.65,0.959546926
-1.6,0.959546926
-1.4,0.966019417
-1.34,0.972491909
-1.3,0.972491909
-1.25,0.974110032
-1.2,0.975728155
-1.15,0.977346278
-1.1,0.975728155
-1.05,0.980582524
-1,0.985436893
-0.95,0.987055016
-0.9,0.98381877
-0.85,0.982200647
-0.8,0.985436893
-0.61,0.991909385
-0.4,0.996763754
-0.2,0.998381877
0,1
0.2,0.995145631
0.4,0.995145631
0.6,0.988673139
0.8,0.98381877
1,0.978964401
1.2,0.974110032
1.26,0.96763754
1.3,0.964401294
1.35,0.966019417
1.39,0.961165049
1.4,0.959546926
1.45,0.959546926
1.5,0.954692557
1.56,0.95631068
1.6,0.954692557
1.65,0.949838188
1.7,0.948220065
1.75,0.946601942
1.79,0.946601942
1.8,0.943365696
1.85,0.94012945
1.9,0.938511327
1.95,0.935275081
1.99,0.930420712
2.04,0.927184466
2.09,0.925566343
2.15,0.919093851
2.2,0.917475728
2.24,0.915857605
2.3,0.912621359
2.35,0.909385113
2.4,0.904530744
2.45,0.901294498
2.5,0.894822006
2.55,0.893203883
2.59,0.886731392
2.65,0.881877023
2.7,0.873786408
2.75,0.865695793
2.8,0.862459547
2.84,0.857605178
2.9,0.846278317
2.94,0.836569579
2.99,0.823624595
3.05,0.802588997
3.1,0.784789644
3.15,0.75566343
3.2,0.718446602
3.24,0.66828479
3.3,0.606796117
3.35,0.538834951
3.4,0.454692557
3.45,0.3802589
3.5,0.312297735
3.55,0.254045307
3.6,0.199029126
3.65,0.16828479
3.7,0.140776699
3.75,0.1197411
3.8,0.103559871
3.85,0.09223301
3.9,0.082524272
3.95,0.07605178
4,0.069579288
4.05,0.064724919
4.1,0.061488673
4.15,0.058252427
4.2,0.055016181
4.25,0.051779935
4.3,0.050161812
4.35,0.046925566
4.4,0.045307443
4.45,0.045307443
4.5,0.042071197
4.55,0.042071197
4.6,0.040453074
4.8,0.037216828
5,0.03236246
5.2,0.029126214
5.4,0.027508091
5.6,0.025889968
5.8,0.022653722
6,0.021035599
