X (cm),Measured
-4.64,0
-4.48,0
-4.32,0
-4.16,0
-4,0
-3.84,0
-3.68,0
-3.52,0
-3.36,0
-3.2,0
-3.04,0
-2.88,0
-2.72,0
-2.56,0
-2.4,0.006493506
-2.24,0.006493506
-2.08,0.006493506
-1.92,0.006493506
-1.76,0.012987013
-1.6,0.012987013
-1.44,0.019480519
-1.28,0.038961039
-1.24,0.045454545
-1.2,0.051948052
-1.16,0.058441558
-1.12,0.071428571
-1.08,0.090909091
-1.04,0.11038961
-1,0.12987013
-0.97,0.168831169
-0.91,0.207792208
-0.87,0.253246753
-0.84,0.305194805
-0.79,0.357142857
-0.76,0.415584416
-0.72,0.474025974
-0.68,0.532467532
-0.64,0.590909091
-0.6,0.642857143
-0.56,0.694805195
-0.52,0.746753247
-0.49,0.792207792
-0.44,0.831168831
-0.4,0.863636364
-0.36,0.896103896
-0.32,0.922077922
-0.28,0.935064935
-0.24,0.961038961
-0.19,0.974025974
-0.16,0.980519481
-0.12,0.987012987
-0.08,1
-0.04,0.993506494
0,0.993506494
0.17,0.974025974
0.2,0.954545455
0.24,0.954545455
0.28,0.935064935
0.32,0.915584416
0.36,0.88961039
0.4,0.863636364
0.44,0.837662338
0.48,0.798701299
0.52,0.75974026
0.56,0.714285714
0.6,0.662337662
0.64,0.61038961
0.68,0.551948052
0.71,0.487012987
0.76,0.422077922
0.8,0.37012987
0.84,0.318181818
0.88,0.253246753
0.91,0.220779221
0.96,0.175324675
1,0.149350649
1.04,0.116883117
1.08,0.090909091
1.12,0.071428571
1.16,0.058441558
1.2,0.051948052
1.24,0.045454545
1.28,0.038961039
1.32,0.032467532
1.36,0.025974026
1.4,0.025974026
1.44,0.019480519
1.6,0.012987013
1.75,0.006493506
1.92,0.006493506
2.08,0.006493506
2.24,0.006493506
2.4,0.006493506
2.56,0
2.72,0
2.88,0
