Y (cm),Measured
0.3,0.999391482
0.25,0.999039726
0.2,0.999052928
0.15,0.99931179
0.1,0.999154477
0.05,0.998856507
0,0.999430376
-0.05,0.999460631
-0.1,0.99945831
-0.15,0.999341806
-0.2,0.999427666
-0.25,0.999823531
-0.3,0.99930541
-0.35,0.999340791
-0.4,0.999483439
-0.45,0.999615477
-0.5,0.999975417
-0.55,1
-0.6,0.999523523
-0.65,0.999314367
-0.7,0.999275999
-0.75,0.999379133
-0.8,0.999259003
-0.85,0.99870393
-0.9,0.998752153
-0.95,0.998655416
-1,0.997239786
-1.05,0.99602283
-1.1,0.995563018
-1.15,0.99483343
-1.2,0.993419439
-1.25,0.992346032
-1.3,0.989947122
-1.35,0.987695055
-1.4,0.987009835
-1.45,0.986539601
-1.5,0.980898406
-1.55,0.979317545
-1.6,0.976644486
-1.65,0.974158675
-1.7,0.96731124
-1.75,0.961846087
-1.8,0.953223633
-1.85,0.945341339
-1.9,0.928635923
-1.95,0.910734566
-2,0.88256852
-2.05,0.849483041
-2.1,0.808051219
-2.15,0.761369946
-2.2,0.707790196
-2.25,0.653624194
-2.3,0.599222645
-2.35,0.53721317
-2.4,0.480895145
-2.45,0.422216291
-2.5,0.367282805
-2.55,0.317055837
-2.6,0.266168901
-2.65,0.223630403
-2.7,0.184926871
-2.75,0.158024455
-2.8,0.137684147
-2.85,0.120633799
-2.9,0.107168184
-2.95,0.095885904
-3,0.087132032
-3.05,0.078622108
-3.1,0.071996757
-3.15,0.066776236
-3.2,0.062294736
-3.25,0.057226871
-3.3,0.054053219
-3.35,0.051065587
-3.4,0.048549685
-3.45,0.045788156
-3.5,0.043850463
-3.55,0.041813611
-3.6,0.039993668
-3.65,0.038222226
-3.7,0.037404443
-3.75,0.035506103
-3.8,0.034626635
-3.85,0.033516268
-3.9,0.032279398
-3.95,0.031578296
-4,0.030508635
-4.05,0.029525571
-4.1,0.029264788
-4.15,0.028179281
-4.2,0.02739269
-4.25,0.026977002
-4.3,0.026502827
-4.35,0.02596044
-4.4,0.025115774
-4.45,0.024445387
-4.5,0.02395886
-4.55,0.023353398
-4.6,0.022758331
-4.65,0.022161208
-4.7,0.021814501
-4.75,0.02156497
-4.8,0.021059896
-4.85,0.020525021
-4.9,0.020006433
-4.95,0.019649372
-5,0.019287977
-5.05,0.01908446
-5.1,0.01872822
-5.15,0.018247633
-5.2,0.018013076
-5.25,0.017564479
-5.3,0.017214699
-5.35,0.01696013
-5.4,0.016739595
-5.45,0.016345361
-5.5,0.016123088
-5.55,0.015877036
-5.6,0.015635805
-5.65,0.015536121
-5.7,0.015126213
-5.75,0.014736823
-5.8,0.014523563
-5.85,0.014298135
-5.9,0.014197069
-5.95,0.01377509
-6,0.013551803
-6.05,0.01341961
-6.1,0.013344824
-6.15,0.013209687
-6.2,0.012973304
-6.25,0.012693304
-6.3,0.012388387
-6.35,0.012237346
-6.4,0.012117384
-6.45,0.012067098
-6.5,0.011860173
-6.55,0.011595108
-6.6,0.011443979
-6.65,0.011339041
-6.7,0.011136644
-6.75,0.011100898
-6.8,0.010940938
-6.85,0.010882767
-6.9,0.010851385
-6.95,0.010688664
-7,0.01062679
-7.05,0.010414029
-7.1,0.010252551
-7.15,0.010179053
-7.2,0.010132392
-7.25,0.010039656
-7.3,0.009962011
-7.35,0.009851107
-7.4,0.009796136
-7.45,0.009506366
-7.5,0.009325488
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
