X (cm),Measured
7.65,0.017304781
7.6,0.017369634
7.55,0.01750157
7.5,0.017565945
7.45,0.018034015
7.4,0.018552719
7.35,0.018619286
7.3,0.018702702
7.25,0.019001515
7.2,0.019269815
7.15,0.019560901
7.1,0.019949094
7.05,0.020060732
7,0.020167468
6.95,0.020390479
6.9,0.020587244
6.85,0.02112083
6.8,0.021454792
6.75,0.021775521
6.7,0.021931861
6.65,0.022115424
6.6,0.022600088
6.55,0.022922775
6.5,0.023263028
6.45,0.023578958
6.4,0.023830685
6.35,0.0242882
6.3,0.024792619
6.25,0.025053151
6.2,0.025262603
6.15,0.025554764
6.1,0.026230596
6.05,0.026628144
6,0.026969057
5.95,0.027404509
5.9,0.027743564
5.85,0.027833005
5.8,0.028204041
5.75,0.029149211
5.7,0.029808143
5.65,0.030290008
5.6,0.030557361
5.55,0.030732566
5.5,0.031503753
5.45,0.032211353
5.4,0.032587118
5.35,0.032972067
5.3,0.033897609
5.25,0.034199018
5.2,0.03499512
5.15,0.035434471
5.1,0.03593836
5.05,0.036589244
5,0.037448494
4.95,0.037911952
4.9,0.038577541
4.85,0.039428352
4.8,0.040288105
4.75,0.040982538
4.7,0.041355835
4.65,0.042688729
4.6,0.043507518
4.55,0.044263298
4.5,0.045296029
4.45,0.046339675
4.4,0.046996272
4.35,0.048121475
4.3,0.049272647
4.25,0.050408538
4.2,0.051570303
4.15,0.052954736
4.1,0.054346508
4.05,0.055765696
4,0.057143669
3.95,0.059059499
3.9,0.060887245
3.85,0.062701004
3.8,0.06552908
3.75,0.066850513
3.7,0.069372224
3.65,0.071787184
3.6,0.074508746
3.55,0.07794293
3.5,0.081395483
3.45,0.086506175
3.4,0.091586216
3.35,0.096626268
3.3,0.103600312
3.25,0.111193879
3.2,0.120801018
3.15,0.131629645
3.1,0.145093393
3.05,0.159458954
3,0.177975843
2.95,0.200406741
2.9,0.226479942
2.85,0.257139754
2.8,0.292546033
2.75,0.33036877
2.7,0.372596892
2.65,0.417016155
2.6,0.462259865
2.55,0.506585311
2.5,0.555580074
2.45,0.611406363
2.4,0.65534468
2.35,0.699515998
2.3,0.737000633
2.25,0.775553491
2.2,0.810336966
2.15,0.840631385
2.1,0.869679641
2.05,0.887225046
2,0.908282907
1.95,0.924219726
1.9,0.931954227
1.85,0.945778321
1.8,0.951415234
1.75,0.960586027
1.7,0.966081562
1.65,0.969794666
1.6,0.975474403
1.55,0.979051916
1.5,0.98053876
1.45,0.982777044
1.4,0.98485996
1.35,0.985829402
1.3,0.987007253
1.25,0.989102126
1.2,0.989922798
1.15,0.991362786
1.1,0.992101018
1.05,0.992410237
1,0.99288978
0.95,0.993262287
0.9,0.994429987
0.85,0.995735108
0.8,0.997031845
0.75,0.99629779
0.7,0.996759818
0.65,0.996952472
0.6,0.997365151
0.55,0.997581311
0.5,0.997599988
0.45,0.998117265
0.4,0.997677422
0.35,0.998250277
0.3,0.998373388
0.25,0.998374147
0.2,0.998683181
0.15,0.998971783
0.1,0.998979641
0.05,0.999191286
0,0.999907319
-0.05,0.999944866
-0.1,0.999859363
-0.15,0.999979537
-0.2,0.999991798
-0.25,0.999866459
-0.3,0.999987276
-0.35,0.999954034
-0.4,1
-0.45,0.999603539
-0.5,0.99875703
-0.55,0.998796571
-0.6,0.999080387
-0.65,0.99828194
-0.7,0.997746853
-0.75,0.995545476
-0.8,0.995451432
-0.85,0.995272379
-0.9,0.994773147
-0.95,0.993973222
-1,0.993857884
-1.05,0.992994604
-1.1,0.992829621
-1.15,0.992458941
-1.2,0.990421863
-1.25,0.989295983
-1.3,0.98812276
-1.35,0.986358826
-1.4,0.984408947
-1.45,0.984154888
-1.5,0.98087352
-1.55,0.974925646
-1.6,0.973911658
-1.65,0.968242309
-1.7,0.962117147
-1.75,0.958129249
-1.8,0.949229835
-1.85,0.937967744
-1.9,0.927912283
-1.95,0.90948583
-2,0.88379247
-2.05,0.867370136
-2.1,0.838361893
-2.15,0.806241543
-2.2,0.768433495
-2.25,0.729303829
-2.3,0.687155661
-2.35,0.638553876
-2.4,0.597218526
-2.45,0.545864613
-2.5,0.496485455
-2.55,0.449947274
-2.6,0.401421121
-2.65,0.360266598
-2.7,0.318477614
-2.75,0.28217217
-2.8,0.249975493
-2.85,0.222349185
-2.9,0.197221593
-2.95,0.176743003
-3,0.158072929
-3.05,0.144509976
-3.1,0.131090636
-3.15,0.120233136
-3.2,0.111670247
-3.25,0.103257928
-3.3,0.096378397
-3.35,0.091238222
-3.4,0.08614132
-3.45,0.082462532
-3.5,0.078045705
-3.55,0.07507078
-3.6,0.071756246
-3.65,0.069089372
-3.7,0.066692446
-3.75,0.064579987
-3.8,0.062253407
-3.85,0.061501492
-3.9,0.059126307
-3.95,0.057595336
-4,0.055871389
-4.05,0.05440075
-4.1,0.052874359
-4.15,0.051967556
-4.2,0.050822801
-4.25,0.049650697
-4.3,0.048330814
-4.35,0.047682518
-4.4,0.046046653
-4.45,0.045223776
-4.5,0.044314202
-4.55,0.043482642
-4.6,0.042921385
-4.65,0.042057017
-4.7,0.041417653
-4.75,0.04018576
-4.8,0.03934229
-4.85,0.038678855
-4.9,0.03812036
-4.95,0.037609346
-5,0.036938505
-5.05,0.036340506
-5.1,0.035802206
-5.15,0.035383693
-5.2,0.034584786
-5.25,0.033987933
-5.3,0.033102003
-5.35,0.03293144
-5.4,0.032178747
-5.45,0.031495451
-5.5,0.031026063
-5.55,0.030745429
-5.6,0.030289152
-5.65,0.029409469
-5.7,0.029037405
-5.75,0.028737554
-5.8,0.028443344
-5.85,0.027940042
-5.9,0.027408273
-5.95,0.026934106
-6,0.026752469
-6.05,0.02652657
-6.1,0.026043095
-6.15,0.025538264
-6.2,0.025043181
-6.25,0.025008219
-6.3,0.024069675
-6.35,0.023802676
-6.4,0.023692951
-6.45,0.023430163
-6.5,0.023301335
-6.55,0.022844013
-6.6,0.022427978
-6.65,0.022057164
-6.7,0.021853105
-6.75,0.021695324
-6.8,0.021417567
-6.85,0.020993258
-6.9,0.020612921
-6.95,0.020543465
-7,0.020311526
-7.05,0.019899282
-7.1,0.019657452
-7.15,0.019228282
-7.2,0.018951395
-7.25,0.018643148
-7.3,0.018403343
-7.35,0.018379549
-7.4,0.018120393
-7.45,0.017825519
-7.5,0.017621071
-7.55,0.017291839
-7.6,0.017129258
-7.65,0.01711372
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
