X (cm),Measured
7.95,0.026903143
7.9,0.027152519
7.85,0.027909732
7.8,0.028417876
7.75,0.028311841
7.7,0.028532383
7.65,0.02925848
7.6,0.029756752
7.55,0.030236434
7.5,0.030592573
7.45,0.031185933
7.4,0.031429293
7.35,0.031629424
7.3,0.031807752
7.25,0.031949741
7.2,0.032854003
7.15,0.033394781
7.1,0.033717675
7.05,0.033788796
7,0.034115285
6.95,0.034650342
6.9,0.035104369
6.85,0.035452344
6.8,0.035759723
6.75,0.036309532
6.7,0.036865217
6.65,0.037332754
6.6,0.037897875
6.55,0.038453957
6.5,0.038930593
6.45,0.039556163
6.4,0.040049611
6.35,0.040714044
6.3,0.040913627
6.25,0.041691054
6.2,0.042085211
6.15,0.042531915
6.1,0.04345384
6.05,0.043687954
6,0.044270696
5.95,0.045033117
5.9,0.045479596
5.85,0.04574462
5.8,0.046105555
5.75,0.047680847
5.7,0.048077511
5.65,0.048601499
5.6,0.049638814
5.55,0.050285519
5.5,0.050490673
5.45,0.051826209
5.4,0.052434604
5.35,0.053185707
5.3,0.054034145
5.25,0.054646857
5.2,0.055503868
5.15,0.055817045
5.1,0.056919746
5.05,0.057927166
5,0.059027736
4.95,0.059697949
4.9,0.061317322
4.85,0.062063727
4.8,0.063172015
4.75,0.06399735
4.7,0.065854071
4.65,0.067233181
4.6,0.067599449
4.55,0.06866687
4.5,0.070310798
4.45,0.072312464
4.4,0.073753132
4.35,0.074895007
4.3,0.076725533
4.25,0.078252974
4.2,0.079967923
4.15,0.08122489
4.1,0.083153209
4.05,0.086305618
4,0.088577892
3.95,0.091896569
3.9,0.095420648
3.85,0.098503416
3.8,0.103342309
3.75,0.105967276
3.7,0.111729301
3.65,0.116065308
3.6,0.122833292
3.55,0.131752662
3.5,0.13849833
3.45,0.149901021
3.4,0.163191788
3.35,0.175578603
3.3,0.19616777
3.25,0.212807226
3.2,0.235166337
3.15,0.26331733
3.1,0.288264898
3.05,0.324840726
3,0.356564618
2.95,0.399484571
2.9,0.438838702
2.85,0.476616803
2.8,0.523766523
2.75,0.568969919
2.7,0.611320637
2.65,0.659615594
2.6,0.694111868
2.55,0.731547976
2.5,0.764875927
2.45,0.800942076
2.4,0.826168178
2.35,0.856492358
2.3,0.877601384
2.25,0.892225895
2.2,0.908628681
2.15,0.922172095
2.1,0.930969677
2.05,0.942761791
2,0.948139861
1.95,0.956741569
1.9,0.962478785
1.85,0.966226549
1.8,0.96824491
1.75,0.972775806
1.7,0.97583859
1.65,0.977003943
1.6,0.980558075
1.55,0.982426211
1.5,0.984109178
1.45,0.984709434
1.4,0.987252719
1.35,0.987555551
1.3,0.987932119
1.25,0.988938753
1.2,0.989867889
1.15,0.990803019
1.1,0.992159918
1.05,0.994093769
1,0.994181377
0.95,0.994911341
0.9,0.995105807
0.85,0.995492128
0.8,0.995781279
0.75,0.995810508
0.7,0.996287678
0.65,0.996460969
0.6,0.997453698
0.55,0.997491294
0.5,0.997294994
0.45,0.997287044
0.4,0.9977511
0.35,0.998288677
0.3,0.999122133
0.25,0.999571205
0.2,0.999655609
0.15,0.999845491
0.1,0.999644632
0.05,0.999654463
0,0.99985516
-0.05,0.999477296
-0.1,0.999797735
-0.15,1
-0.2,0.999335586
-0.25,0.999290858
-0.3,0.998964787
-0.35,0.998491007
-0.4,0.998516611
-0.45,0.998241802
-0.5,0.998116468
-0.55,0.997533283
-0.6,0.996561759
-0.65,0.996178779
-0.7,0.996369484
-0.75,0.996126639
-0.8,0.995883984
-0.85,0.995204916
-0.9,0.994936628
-0.95,0.994757963
-1,0.993866547
-1.05,0.993209163
-1.1,0.992491733
-1.15,0.99172903
-1.2,0.991238416
-1.25,0.990407686
-1.3,0.990308714
-1.35,0.989398519
-1.4,0.987856622
-1.45,0.986661602
-1.5,0.984600412
-1.55,0.983601543
-1.6,0.981919577
-1.65,0.978506049
-1.7,0.974627933
-1.75,0.972201883
-1.8,0.970973151
-1.85,0.965782148
-1.9,0.958773603
-1.95,0.950662671
-2,0.944028157
-2.05,0.93083967
-2.1,0.924339217
-2.15,0.910454626
-2.2,0.893186158
-2.25,0.872592324
-2.3,0.851060864
-2.35,0.823846188
-2.4,0.791183138
-2.45,0.753675449
-2.5,0.716963461
-2.55,0.67577539
-2.6,0.636689538
-2.65,0.593979421
-2.7,0.552023887
-2.75,0.505395978
-2.8,0.459771926
-2.85,0.419401578
-2.9,0.37824021
-2.95,0.342066022
-3,0.309020687
-3.05,0.279951485
-3.1,0.252086338
-3.15,0.228767219
-3.2,0.208637046
-3.25,0.190908567
-3.3,0.175190191
-3.35,0.160658984
-3.4,0.14886897
-3.45,0.139121815
-3.5,0.13027359
-3.55,0.12229594
-3.6,0.116149371
-3.65,0.111654451
-3.7,0.106557387
-3.75,0.102602959
-3.8,0.098270387
-3.85,0.094902562
-3.9,0.092397305
-3.95,0.088709063
-4,0.086154158
-4.05,0.084314871
-4.1,0.081674268
-4.15,0.079224511
-4.2,0.077654885
-4.25,0.076400791
-4.3,0.075283183
-4.35,0.073269733
-4.4,0.071359548
-4.45,0.070688941
-4.5,0.069719663
-4.55,0.066787815
-4.6,0.066199734
-4.65,0.065244887
-4.7,0.064206706
-4.75,0.063001186
-4.8,0.0619084
-4.85,0.061080476
-4.9,0.059975123
-4.95,0.059678689
-5,0.058603447
-5.05,0.057310013
-5.1,0.056250459
-5.15,0.054912244
-5.2,0.054044324
-5.25,0.053849906
-5.3,0.053471157
-5.35,0.052794435
-5.4,0.051447907
-5.45,0.050557945
-5.5,0.050278975
-5.55,0.049700664
-5.6,0.049107729
-5.65,0.048586591
-5.7,0.047322761
-5.75,0.046831345
-5.8,0.046511191
-5.85,0.045804014
-5.9,0.045039409
-5.95,0.044218124
-6,0.044014269
-6.05,0.043485219
-6.1,0.042699615
-6.15,0.04134956
-6.2,0.040900323
-6.25,0.040700565
-6.3,0.040379795
-6.35,0.039987389
-6.4,0.039368549
-6.45,0.039159714
-6.5,0.038670101
-6.55,0.037922094
-6.6,0.0375668
-6.65,0.036890982
-6.7,0.0364865
-6.75,0.036221076
-6.8,0.035574858
-6.85,0.035343986
-6.9,0.034729306
-6.95,0.034312237
-7,0.033786404
-7.05,0.033264093
-7.1,0.033046876
-7.15,0.032552948
-7.2,0.032277729
-7.25,0.031907056
-7.3,0.031467442
-7.35,0.030971545
-7.4,0.030697519
-7.45,0.030633946
-7.5,0.030605961
-7.55,0.030350173
-7.6,0.030246999
-7.65,0.029904288
-7.7,0.029497898
-7.75,0.028840457
-7.8,0.02848566
-7.85,0.028302479
-7.9,0.027474553
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
