X (cm),Measured
-7.39,0.044198895
-7.2,0.044198895
-7,0.049723757
-6.79,0.049723757
-6.6,0.055248619
-6.4,0.055248619
-6.2,0.060773481
-6,0.060773481
-5.8,0.066298343
-5.6,0.071823204
-5.4,0.077348066
-5.2,0.082872928
-5,0.093922652
-4.8,0.110497238
-4.75,0.121546961
-4.7,0.127071823
-4.66,0.138121547
-4.6,0.143646409
-4.55,0.160220994
-4.5,0.17679558
-4.45,0.198895028
-4.4,0.226519337
-4.35,0.259668508
-4.3,0.29281768
-4.25,0.337016575
-4.2,0.38121547
-4.15,0.436464088
-4.1,0.491712707
-4.05,0.541436464
-4,0.596685083
-3.95,0.640883978
-3.89,0.690607735
-3.85,0.729281768
-3.8,0.767955801
-3.75,0.79558011
-3.7,0.812154696
-3.65,0.828729282
-3.6,0.834254144
-3.55,0.850828729
-3.5,0.856353591
-3.45,0.861878453
-3.4,0.872928177
-3.35,0.878453039
-3.29,0.883977901
-3.25,0.883977901
-3.2,0.889502762
-3,0.906077348
-2.8,0.917127072
-2.6,0.933701657
-2.4,0.939226519
-2.2,0.944751381
-2,0.961325967
-1.8,0.961325967
-1.6,0.966850829
-1.4,0.972375691
-1.2,0.977900552
-1,0.988950276
-0.8,0.988950276
-0.59,0.988950276
-0.4,0.994475138
-0.2,1
0,1
0.2,1
0.4,0.988950276
0.6,0.994475138
0.8,0.983425414
0.99,0.983425414
1.19,0.977900552
1.4,0.977900552
1.6,0.961325967
1.8,0.955801105
2,0.944751381
2.2,0.944751381
2.39,0.933701657
2.6,0.922651934
2.8,0.91160221
3,0.895027624
3.2,0.878453039
3.4,0.861878453
3.6,0.828729282
3.65,0.817679558
3.7,0.812154696
3.75,0.79558011
3.79,0.773480663
3.81,0.779005525
3.85,0.751381215
3.9,0.723756906
3.95,0.679558011
4.01,0.640883978
4.05,0.580110497
4.1,0.53038674
4.16,0.46961326
4.21,0.414364641
4.25,0.364640884
4.3,0.314917127
4.35,0.270718232
4.4,0.237569061
4.45,0.20441989
4.5,0.182320442
4.54,0.165745856
4.6,0.149171271
4.65,0.138121547
4.7,0.127071823
4.75,0.116022099
4.8,0.110497238
4.86,0.104972376
4.9,0.104972376
4.95,0.099447514
5,0.093922652
5.2,0.082872928
5.4,0.077348066
5.6,0.071823204
5.8,0.066298343
6,0.060773481
6.2,0.060773481
6.4,0.055248619
6.6,0.055248619
6.8,0.049723757
7,0.044198895
7.2,0.044198895
7.4,0.044198895
