Y (cm),Measured
8.05,0.994953625
8,0.994431575
7.95,0.993991889
7.9,0.993739071
7.85,0.993624784
7.8,0.993866907
7.75,0.993965516
7.7,0.993910581
7.65,0.992519321
7.6,0.992370904
7.55,0.992368726
7.5,0.992369406
7.45,0.992055732
7.4,0.992060356
7.35,0.99229877
7.3,0.991689815
7.25,0.990829522
7.2,0.990702531
7.15,0.991821649
7.1,0.990632716
7.05,0.98933597
7,0.989240411
6.95,0.988686503
6.9,0.988553053
6.85,0.98834012
6.8,0.98885281
6.75,0.988803492
6.7,0.987915712
6.65,0.987854712
6.6,0.987870674
6.55,0.98700271
6.5,0.986998895
6.45,0.986467022
6.4,0.98633446
6.35,0.985989393
6.3,0.985986259
6.25,0.985987824
6.2,0.985970486
6.15,0.98487059
6.1,0.984755601
6.05,0.984491861
6,0.984800828
5.95,0.984805182
5.9,0.984804798
5.85,0.984806363
5.8,0.984866013
5.75,0.984237936
5.7,0.984776538
5.65,0.984199268
5.6,0.984176909
5.55,0.984451389
5.5,0.983840091
5.45,0.983951448
5.4,0.984006455
5.35,0.984000385
5.3,0.983743076
5.25,0.983724657
5.2,0.98379084
5.15,0.984049239
5.1,0.984144437
5.05,0.98406719
5,0.984124321
4.95,0.983606192
4.9,0.983823423
4.85,0.98348717
4.8,0.983475405
4.75,0.98348959
4.7,0.983674524
4.65,0.983699934
4.6,0.983669446
4.55,0.983671913
4.5,0.983788513
4.45,0.983229175
4.4,0.983194594
4.35,0.983156411
4.3,0.982749149
4.25,0.981292951
4.2,0.981595498
4.15,0.981579955
4.1,0.980939948
4.05,0.980597754
4,0.980318768
3.95,0.979832925
3.9,0.979813066
3.85,0.97971572
3.8,0.979505403
3.75,0.979715906
3.7,0.979505391
3.65,0.979679592
3.6,0.978971897
3.55,0.978894123
3.5,0.978877661
3.45,0.978506412
3.4,0.978470026
3.35,0.977972569
3.3,0.9771648
3.25,0.977126971
3.2,0.977217765
3.15,0.976965168
3.1,0.976929248
3.05,0.976348261
3,0.975738992
2.95,0.975271212
2.9,0.974614151
2.85,0.97434586
2.8,0.97337944
2.75,0.973336428
2.7,0.972982732
2.65,0.972594196
2.6,0.972238406
2.55,0.9714885
2.5,0.971551785
2.45,0.971215102
2.4,0.970710363
2.35,0.970234958
2.3,0.969205277
2.25,0.969099725
2.2,0.969187484
2.15,0.969545992
2.1,0.96931149
2.05,0.967615381
2,0.967236739
1.95,0.967115193
1.9,0.966633781
1.85,0.965808646
1.8,0.965360284
1.75,0.965333497
1.7,0.965234272
1.65,0.964252585
1.6,0.964248701
1.55,0.96437235
1.5,0.964413081
1.45,0.963984928
1.4,0.963477229
1.35,0.963423615
1.3,0.962958123
1.25,0.962727505
1.2,0.962865845
1.15,0.962400776
1.1,0.962376792
1.05,0.961888434
1,0.961791685
0.95,0.961429991
0.9,0.961426075
0.85,0.961349573
0.8,0.960301009
0.75,0.960260537
0.7,0.960198147
0.65,0.960187239
0.6,0.959610379
0.55,0.960382771
0.5,0.958937209
0.45,0.958325388
0.4,0.958312572
0.35,0.958097892
0.3,0.958102259
0.25,0.958187195
0.2,0.958569681
0.15,0.958158775
0.1,0.958567417
0.05,0.958466227
0,0.958431309
-0.05,0.959078234
-0.1,0.958714339
-0.15,0.958699955
-0.2,0.958937459
-0.25,0.958961003
-0.3,0.95946059
-0.35,0.959519673
-0.4,0.959515789
-0.45,0.959133442
-0.5,0.959769878
-0.55,0.959385169
-0.6,0.959386496
-0.65,0.959779837
-0.7,0.95979675
-0.75,0.959683843
-0.8,0.959682125
-0.85,0.959760601
-0.9,0.960686996
-0.95,0.961672167
-1,0.961677534
-1.05,0.961910069
-1.1,0.962708644
-1.15,0.962973154
-1.2,0.963723099
-1.25,0.963966199
-1.3,0.964300521
-1.35,0.96442682
-1.4,0.964703935
-1.45,0.964829407
-1.5,0.965291232
-1.55,0.965912403
-1.6,0.96616423
-1.65,0.966770443
-1.7,0.966959265
-1.75,0.967224234
-1.8,0.967400658
-1.85,0.968156787
-1.9,0.968334747
-1.95,0.968412779
-2,0.968785033
-2.05,0.969521464
-2.1,0.970023284
-2.15,0.969936379
-2.2,0.970223224
-2.25,0.970999779
-2.3,0.971636399
-2.35,0.972254702
-2.4,0.972968149
-2.45,0.973352394
-2.5,0.973579948
-2.55,0.974025032
-2.6,0.974080803
-2.65,0.974591769
-2.7,0.975394943
-2.75,0.975750831
-2.8,0.975972263
-2.85,0.976869855
-2.9,0.977281401
-2.95,0.978132495
-3,0.978398042
-3.05,0.978552278
-3.1,0.978795171
-3.15,0.97891733
-3.2,0.979005944
-3.25,0.97951298
-3.3,0.979523497
-3.35,0.979502092
-3.4,0.979234242
-3.45,0.979517484
-3.5,0.979699521
-3.55,0.981012689
-3.6,0.981768502
-3.65,0.981694003
-3.7,0.981423587
-3.75,0.981703452
-3.8,0.982212415
-3.85,0.982610965
-3.9,0.982670955
-3.95,0.982703625
-4,0.983219349
-4.05,0.983085113
-4.1,0.984004452
-4.15,0.984510288
-4.2,0.984745774
-4.25,0.984866528
-4.3,0.984745111
-4.35,0.985185923
-4.4,0.98556465
-4.45,0.985911175
-4.5,0.985956987
-4.55,0.986387155
-4.6,0.986555755
-4.65,0.986634842
-4.7,0.986509311
-4.75,0.986425362
-4.8,0.986486985
-4.85,0.986335274
-4.9,0.986324031
-4.95,0.986123592
-5,0.986127322
-5.05,0.98611361
-5.1,0.986114724
-5.15,0.98614189
-5.2,0.986143212
-5.25,0.986143786
-5.3,0.986286709
-5.35,0.986326508
-5.4,0.986309669
-5.45,0.986017354
-5.5,0.986207534
-5.55,0.986010411
-5.6,0.98588271
-5.65,0.98619351
-5.7,0.986182483
-5.75,0.985823559
-5.8,0.985845877
-5.85,0.986306044
-5.9,0.986770556
-5.95,0.986523035
-6,0.986509777
-6.05,0.986608878
-6.1,0.986752256
-6.15,0.987053577
-6.2,0.987143528
-6.25,0.987189845
-6.3,0.988831476
-6.35,0.988939475
-6.4,0.989071523
-6.45,0.988847808
-6.5,0.988897306
-6.55,0.988649313
-6.6,0.988952698
-6.65,0.990535333
-6.7,0.990675065
-6.75,0.990808111
-6.8,0.990777845
-6.85,0.990583284
-6.9,0.991213475
-6.95,0.991338357
-7,0.991423458
-7.05,0.992399991
-7.1,0.992824538
-7.15,0.99246977
-7.2,0.992938585
-7.25,0.993969964
-7.3,0.994908109
-7.35,0.9950171
-7.4,0.994660738
-7.45,0.994956594
-7.5,0.994631199
-7.55,0.994688101
-7.6,0.995039016
-7.65,0.995119945
-7.7,0.99544612
-7.75,0.995489557
-7.8,0.995464069
-7.85,0.995604452
-7.9,0.995655215
-7.95,0.996469354
-8,0.996962569
-8.05,0.996978071
-8.1,0.996975373
-8.15,0.996952054
-8.2,0.997235894
-8.25,0.997702017
-8.3,0.99787173
-8.35,0.998145356
-8.4,0.998337024
-8.45,0.998266867
-8.5,0.998395063
-8.55,0.999137654
-8.6,0.999068537
-8.65,0.999554165
-8.7,1.000276032
-8.75,1.000229896
-8.8,1.000297842
-8.85,1.000078255
-8.9,0.999950411
-8.95,0.999870308
-9,1.000242298
-9.05,1.000706653
-9.1,1.000516204
-9.15,1.000916815
-9.2,1.000314741
-9.25,1.000289399
-9.3,1.000642927
-9.35,1.001131298
-9.4,1.000495285
-9.45,1.000894774
-9.5,1.000435893
-9.55,1.000163132
-9.6,1.000653408
-9.65,1.000687002
-9.7,1.000793783
-9.75,1.000697622
-9.8,1.000511511
-9.85,1.000695737
-9.9,1.00069974
-9.95,1.000672725
-10,0.99993948
-10.05,0.999600596
-10.1,0.999217746
-10.15,0.999182277
-10.2,0.998757196
-10.25,0.998613842
-10.3,0.99835344
-10.35,0.998226768
-10.4,0.997668362
-10.45,0.996478087
-10.5,0.996516692
-10.55,0.996489964
-10.6,0.995797316
-10.65,0.995382094
-10.7,0.995153638
-10.75,0.995097182
-10.8,0.995343234
-10.85,0.995093232
-10.9,0.99503077
-10.95,0.994379579
-11,0.994468374
-11.05,0.994229573
-11.1,0.993758244
-11.15,0.993160402
-11.2,0.992897397
-11.25,0.991728452
-11.3,0.991579964
-11.35,0.990320314
-11.4,0.990620795
-11.45,0.990102087
-11.5,0.990305116
-11.55,0.989317554
-11.6,0.988709765
-11.65,0.988659103
-11.7,0.987182509
-11.75,0.987133397
-11.8,0.986552687
-11.85,0.985808501
-11.9,0.985147904
-11.95,0.984986269
-12,0.983969377
-12.05,0.982954116
-12.1,0.982697322
-12.15,0.982148823
-12.2,0.981728693
-12.25,0.981179184
-12.3,0.981154559
-12.35,0.981041832
-12.4,0.980486332
-12.45,0.979255095
-12.5,0.978094617
-12.55,0.977747826
-12.6,0.977867669
-12.65,0.976574959
-12.7,0.97374459
-12.75,0.972837594
-12.8,0.972610532
-12.85,0.971450537
-12.9,0.969650275
-12.95,0.96861664
-13,0.96611571
-13.05,0.965278477
-13.1,0.964340371
-13.15,0.961844979
-13.2,0.959391845
-13.25,0.957361121
-13.3,0.956633856
-13.35,0.953506136
-13.4,0.951340529
-13.45,0.946021586
-13.5,0.942181107
-13.55,0.93741147
-13.6,0.929979274
-13.65,0.922227013
-13.7,0.911555864
-13.75,0.898258885
-13.8,0.880965903
-13.85,0.856679827
-13.9,0.82202337
-13.95,0.781841909
-14,0.741058099
-14.05,0.6919993
-14.1,0.642959308
-14.15,0.59318567
-14.2,0.539901623
-14.25,0.483645678
-14.3,0.437887863
-14.35,0.38787149
-14.4,0.339925426
-14.45,0.298788406
-14.5,0.258913771
-14.55,0.229701392
-14.6,0.209216567
-14.65,0.191020126
-14.7,0.177630336
-14.75,0.166474333
-14.8,0.157331425
-14.85,0.149554771
-14.9,0.143139677
-14.95,0.137313548
-15,0.133100668
-15.05,0.12793592
-15.1,0.124087509
-15.15,0.120800898
-15.2,0.117772244
-15.25,0.115183199
-15.3,0.111955963
-15.35,0.109395661
-15.4,0.107709518
-15.45,0.10442734
-15.5,0.103066098
-15.55,0.100903019
-15.6,0.098920137
-15.65,0.097102537
-15.7,0.095117962
-15.75,0.09449383
-15.8,0.09264933
-15.85,0.090610495
-15.9,0.089326061
-15.95,0.088118952
-16,0.086756337
-16.05,0.085476265
-16.1,0.083672953
-16.15,0.082871804
-16.2,0.081531117
-16.25,0.080310423
-16.3,0.078967458
-16.35,0.077560384
-16.4,0.076807417
-16.45,0.075909406
-16.5,0.074581294
-16.55,0.07408692
-16.6,0.072784684
-16.65,0.071636165
-16.7,0.07052019
-16.75,0.069344658
-16.8,0.068508762
-16.85,0.067969043
-16.9,0.066976516
-16.95,0.066667215
-17,0.065546106
-17.05,0.064325462
-17.1,0.06357942
-17.15,0.063024196
-17.2,0.061946755
-17.25,0.061625774
-17.3,0.060526336
-17.35,0.059619691
-17.4,0.058950771
-17.45,0.058369211
-17.5,0.057639273
-17.55,0.05701691
-17.6,0.056374677
-17.65,0.055667093
-17.7,0.054849005
-17.75,0.054154456
-17.8,0.053578544
-17.85,0.052820793
-17.9,0.052574203
-17.95,0.052011131
-18,0.051573037
-18.05,0.050463776
-18.1,0.049970082
-18.15,0.049322151
-18.2,0.048706259
-18.25,0.048151734
-18.3,0.04770135
-18.35,0.047236036
-18.4,0.046495651
-18.45,0.045754647
-18.5,0.045435559
-18.55,0.044949736
-18.6,0.044442893
-18.65,0.043964843
-18.7,0.043132051
-18.75,0.04279717
-18.8,0.04221906
-18.85,0.041488023
-18.9,0.04119403
-18.95,0.04060561
-19,0.040187152
-19.05,0.039406326
-19.1,0.038975973
-19.15,0.038753381
-19.2,0.038093994
-19.25,0.037848472
-19.3,0.037138527
-19.35,0.037044854
-19.4,0.03628759
