X (cm),Measured
-3.52,0
-3.36,0
-3.2,0
-3.03,0
-2.89,0
-2.73,0
-2.56,0
-2.4,0
-2.24,0
-2.08,0
-1.92,0
-1.76,0
-1.6,0
-1.44,0.000998004
-1.28,0.001996008
-1.12,0.003992016
-1.08,0.005988024
-1.04,0.005988024
-1,0.007984032
-0.96,0.00998004
-0.92,0.011976048
-0.88,0.01497006
-0.85,0.017964072
-0.8,0.021956088
-0.77,0.027944112
-0.72,0.036926148
-0.68,0.048902196
-0.64,0.067864271
-0.6,0.089820359
-0.56,0.138722555
-0.52,0.191616766
-0.48,0.269461078
-0.44,0.358283433
-0.4,0.472055888
-0.36,0.582834331
-0.32,0.690618762
-0.29,0.77744511
-0.24,0.839321357
-0.2,0.892215569
-0.16,0.934131737
-0.12,0.966067864
-0.08,0.988023952
-0.04,1
0,1
0.05,0.99500998
0.08,0.98502994
0.12,0.963073852
0.16,0.932135729
0.19,0.893213573
0.23,0.836327345
0.28,0.771457086
0.32,0.695608782
0.36,0.597804391
0.4,0.493013972
0.45,0.395209581
0.48,0.298403194
0.52,0.211576846
0.56,0.154690619
0.6,0.111776447
0.64,0.078842315
0.68,0.058882236
0.72,0.043912176
0.76,0.035928144
0.8,0.028942116
0.83,0.022954092
0.88,0.017964072
0.92,0.01497006
0.96,0.011976048
1,0.00998004
1.03,0.008982036
1.08,0.006986028
1.12,0.005988024
1.16,0.00499002
1.2,0.003992016
1.24,0.003992016
1.27,0.002994012
1.44,0.000998004
1.6,0.000998004
1.76,0
1.92,0
2.08,0
2.24,0
2.4,0
2.56,0
2.72,0
2.88,0
3.04,0
3.2,0
3.36,0
3.52,0
