X (cm),Measured
-3.67,0
-3.52,0.001792115
-3.36,0.001792115
-3.2,0.001792115
-3.04,0.001792115
-2.88,0.001792115
-2.72,0.001792115
-2.56,0.001792115
-2.4,0.003584229
-2.24,0.003584229
-2.08,0.003584229
-1.92,0.005376344
-1.75,0.005376344
-1.6,0.007168459
-1.44,0.010752688
-1.28,0.016129032
-1.23,0.021505376
-1.2,0.021505376
-1.16,0.023297491
-1.12,0.028673835
-1.08,0.034050179
-1.04,0.039426523
-0.99,0.048387097
-0.96,0.059139785
-0.92,0.075268817
-0.88,0.096774194
-0.83,0.127240143
-0.8,0.161290323
-0.76,0.204301075
-0.72,0.261648746
-0.68,0.32437276
-0.64,0.396057348
-0.59,0.46953405
-0.56,0.553763441
-0.52,0.625448029
-0.48,0.698924731
-0.44,0.761648746
-0.4,0.808243728
-0.36,0.856630824
-0.32,0.897849462
-0.28,0.928315412
-0.24,0.948028674
-0.21,0.96953405
-0.16,0.980286738
-0.11,0.987455197
-0.08,1
-0.04,0.998207885
0,0.998207885
0.04,0.994623656
0.08,0.989247312
0.12,0.980286738
0.16,0.967741935
0.2,0.951612903
0.24,0.931899642
0.28,0.906810036
0.32,0.879928315
0.35,0.840501792
0.4,0.79390681
0.44,0.738351254
0.48,0.682795699
0.52,0.609318996
0.56,0.548387097
0.6,0.453405018
0.64,0.378136201
0.68,0.310035842
0.72,0.245519713
0.76,0.193548387
0.8,0.146953405
0.84,0.11827957
0.88,0.084229391
0.92,0.069892473
0.96,0.053763441
1,0.044802867
1.04,0.037634409
1.08,0.03046595
1.12,0.02688172
1.16,0.023297491
1.2,0.021505376
1.24,0.017921147
1.27,0.016129032
1.32,0.014336918
1.36,0.012544803
1.4,0.010752688
1.44,0.010752688
1.59,0.007168459
1.76,0.005376344
1.92,0.003584229
2.08,0.003584229
2.24,0.003584229
2.39,0.003584229
2.56,0.001792115
2.71,0.001792115
2.88,0.001792115
3.04,0.001792115
3.2,0.001792115
3.36,0.001792115
