Y (cm),Measured
9.9,1.77E-02
9.85,1.78E-02
9.8,1.83E-02
9.75,1.84E-02
9.7,1.84E-02
9.65,1.87E-02
9.6,1.88E-02
9.55,1.90E-02
9.5,1.93E-02
9.45,1.96E-02
9.4,1.98E-02
9.35,2.00E-02
9.3,2.03E-02
9.25,2.05E-02
9.2,2.06E-02
9.15,2.10E-02
9.1,2.12E-02
9.05,2.15E-02
9,2.18E-02
8.95,2.20E-02
8.9,2.24E-02
8.85,2.25E-02
8.8,2.27E-02
8.75,2.30E-02
8.7,2.33E-02
8.65,2.36E-02
8.6,2.42E-02
8.55,2.43E-02
8.5,2.49E-02
8.45,2.51E-02
8.4,2.54E-02
8.35,2.57E-02
8.3,2.62E-02
8.25,2.64E-02
8.2,2.71E-02
8.15,2.75E-02
8.1,2.76E-02
8.05,2.83E-02
8,2.86E-02
7.95,2.90E-02
7.9,2.95E-02
7.85,3.01E-02
7.8,3.07E-02
7.75,3.12E-02
7.7,3.14E-02
7.65,3.21E-02
7.6,3.25E-02
7.55,3.32E-02
7.5,3.36E-02
7.45,3.40E-02
7.4,3.49E-02
7.35,3.52E-02
7.3,3.61E-02
7.25,3.67E-02
7.2,3.75E-02
7.15,3.82E-02
7.1,3.88E-02
7.05,3.96E-02
7,4.01E-02
6.95,4.08E-02
6.9,4.20E-02
6.85,4.32E-02
6.8,4.39E-02
6.75,4.43E-02
6.7,4.51E-02
6.65,4.57E-02
6.6,4.70E-02
6.55,4.82E-02
6.5,4.89E-02
6.45,5.02E-02
6.4,5.11E-02
6.35,5.21E-02
6.3,5.35E-02
6.25,5.49E-02
6.2,5.61E-02
6.15,5.75E-02
6.1,5.92E-02
6.05,6.04E-02
6,6.32E-02
5.95,6.48E-02
5.9,6.69E-02
5.85,6.90E-02
5.8,7.20E-02
5.75,7.48E-02
5.7,7.77E-02
5.65,8.16E-02
5.6,8.57E-02
5.55,9.01E-02
5.5,9.53E-02
5.45,1.02E-01
5.4,1.09E-01
5.35,1.17E-01
5.3,1.29E-01
5.25,1.41E-01
5.2,1.56E-01
5.15,1.76E-01
5.1,1.99E-01
5.05,2.29E-01
5,2.70E-01
4.95,3.13E-01
4.9,3.67E-01
4.85,4.17E-01
4.8,4.76E-01
4.75,5.28E-01
4.7,5.82E-01
4.65,6.42E-01
4.6,6.94E-01
