X (cm),Measured
-5.4,0.001001001
-5.2,0.001001001
-5,0.001001001
-4.8,0.001001001
-4.6,0.002002002
-4.4,0.002002002
-4.2,0.002002002
-4,0.002002002
-3.8,0.003003003
-3.6,0.003003003
-3.4,0.004004004
-3.2,0.004004004
-3,0.005005005
-2.8,0.005005005
-2.6,0.007007007
-2.4,0.01001001
-2.35,0.012012012
-2.3,0.012012012
-2.25,0.014014014
-2.2,0.016016016
-2.16,0.019019019
-2.09,0.023023023
-2.05,0.027027027
-2,0.032032032
-1.95,0.04004004
-1.9,0.05005005
-1.86,0.062062062
-1.8,0.084084084
-1.75,0.11011011
-1.7,0.158158158
-1.65,0.216216216
-1.6,0.293293293
-1.55,0.395395395
-1.5,0.498498498
-1.46,0.608608609
-1.4,0.708708709
-1.35,0.784784785
-1.3,0.841841842
-1.25,0.877877878
-1.2,0.904904905
-1.15,0.924924925
-1.1,0.937937938
-1.05,0.948948949
-1,0.957957958
-0.95,0.964964965
-0.9,0.967967968
-0.85,0.972972973
-0.8,0.976976977
-0.75,0.981981982
-0.7,0.984984985
-0.65,0.985985986
-0.6,0.988988989
-0.54,0.992992993
-0.5,0.992992993
-0.45,0.994994995
-0.4,0.995995996
-0.35,1
-0.3,1
-0.25,0.997997998
-0.2,1
0,0.998998999
0.2,0.997997998
0.4,0.990990991
0.45,0.988988989
0.51,0.987987988
0.55,0.985985986
0.6,0.983983984
0.65,0.981981982
0.7,0.977977978
0.75,0.978978979
0.8,0.974974975
0.85,0.968968969
0.9,0.961961962
0.95,0.960960961
1,0.950950951
1.05,0.941941942
1.1,0.931931932
1.15,0.918918919
1.2,0.898898899
1.25,0.870870871
1.3,0.834834835
1.35,0.768768769
1.4,0.688688689
1.45,0.593593594
1.51,0.478478478
1.55,0.366366366
1.6,0.261261261
1.65,0.185185185
1.7,0.132132132
1.75,0.097097097
1.8,0.072072072
1.85,0.051051051
1.91,0.042042042
1.95,0.034034034
2,0.027027027
2.05,0.024024024
2.12,0.02002002
2.15,0.018018018
2.2,0.015015015
2.25,0.013013013
2.3,0.012012012
2.35,0.01001001
2.4,0.009009009
2.45,0.009009009
2.5,0.008008008
2.55,0.007007007
2.6,0.007007007
2.8,0.005005005
3,0.004004004
3.2,0.004004004
3.4,0.003003003
3.6,0.003003003
3.8,0.003003003
4.01,0.002002002
4.2,0.002002002
4.4,0.002002002
4.6,0.002002002
4.8,0.002002002
5,0.001001001
5.2,0.001001001
5.4,0.001001001
