X (cm),Measured
-4.32,0
-4.16,0
-4.01,0
-3.84,0
-3.68,0
-3.52,0
-3.36,0
-3.2,0
-3.04,0
-2.88,0
-2.72,0
-2.57,0
-2.41,0
-2.24,0.003636364
-2.08,0.003636364
-1.92,0.003636364
-1.76,0.003636364
-1.6,0.003636364
-1.44,0.007272727
-1.29,0.010909091
-1.12,0.014545455
-0.96,0.029090909
-0.92,0.043636364
-0.88,0.043636364
-0.84,0.058181818
-0.8,0.072727273
-0.76,0.094545455
-0.72,0.123636364
-0.68,0.163636364
-0.65,0.210909091
-0.6,0.258181818
-0.56,0.338181818
-0.52,0.407272727
-0.48,0.490909091
-0.44,0.56
-0.4,0.636363636
-0.36,0.709090909
-0.32,0.778181818
-0.28,0.836363636
-0.24,0.88
-0.2,0.916363636
-0.16,0.945454545
-0.12,0.967272727
-0.08,0.985454545
-0.04,0.996363636
0,0.992727273
0.04,1
0.08,0.992727273
0.12,0.974545455
0.16,0.952727273
0.2,0.934545455
0.24,0.894545455
0.28,0.858181818
0.31,0.810909091
0.36,0.752727273
0.4,0.690909091
0.44,0.629090909
0.48,0.549090909
0.52,0.472727273
0.57,0.385454545
0.6,0.32
0.64,0.258181818
0.68,0.207272727
0.72,0.163636364
0.76,0.127272727
0.8,0.101818182
0.84,0.08
0.88,0.065454545
0.92,0.054545455
0.96,0.043636364
1,0.036363636
1.04,0.032727273
1.08,0.029090909
1.12,0.025454545
1.16,0.021818182
1.2,0.018181818
1.25,0.014545455
1.28,0.014545455
1.45,0.007272727
1.6,0.007272727
1.76,0.003636364
1.92,0.003636364
2.08,0.003636364
2.23,0
2.41,0
2.55,0
2.72,0
2.88,0
3.04,0
3.2,0
3.36,0
3.52,0
3.68,0
3.84,0
4,0
4.16,0
4.32,0
